id,SalePrice
1461,120331.71699082718
1462,157721.52239389168
1463,187001.6173666034
1464,195972.0407586671
1465,191788.26849022368
1466,172794.25764768693
1467,174692.32285601582
1468,164428.4913688326
1469,188126.55701102605
1470,122105.0411375521
1471,188080.8718879186
1472,94821.75360100344
1473,94162.74404703965
1474,147792.47457637644
1475,112958.47275443892
1476,375492.14277336793
1477,252051.8015472519
1478,293825.5777175788
1479,302664.64125404984
1480,507056.16077085986
1481,331794.84923266026
1482,208510.3159242518
1483,175879.65138009095
1484,161632.86060323793
1485,185849.61885611597
1486,195580.80576176455
1487,350079.4714168123
1488,239036.16120141165
1489,200198.39490147517
1490,234373.73359246246
1491,192063.8527770216
1492,95436.81501069551
1493,188494.56159207475
1494,302314.9717516537
1495,294464.16500034585
1496,239808.02717296255
1497,179635.06056191184
1498,169469.6713881896
1499,165970.8067409818
1500,154469.12568624062
1501,175083.55534093414
1502,146820.40687540898
1503,287431.5230701955
1504,244181.38821745958
1505,224291.70342706295
1506,184685.31924752184
1507,246156.99724496208
1508,201103.74912114002
1509,160968.1869704822
1510,147553.4019414547
1511,149401.0564413214
1512,172504.62455377623
1513,146680.5961842405
1514,158573.33041772887
1515,191695.43655435357
1516,153101.47136151502
1517,165762.7010299531
1518,132091.88469398153
1519,217618.75085579202
1520,131249.47000102003
1521,133769.2244763187
1522,172481.22962006967
1523,114050.90991679137
1524,125865.9585706485
1525,121293.56278738564
1526,113493.45282774475
1527,108884.62230074183
1528,133511.6507485024
1529,151385.88283764955
1530,179198.8863191191
1531,108070.16717245642
1532,94137.89464555355
1533,144783.06603403875
1534,121818.24442465772
1535,149918.74676840633
1536,106905.18028606243
1537,57226.592089225516
1538,153213.6068181296
1539,188289.40831790463
1540,91130.67443094903
1541,143131.2552856265
1542,140873.65354406944
1543,193996.38853356312
1544,82781.3730641907
1545,114571.96727862376
1546,133604.1981364467
1547,131587.3858606357
1548,137690.3880452156
1549,117141.83592994101
1550,137041.90589329647
1551,106783.55148592687
1552,137782.99846670835
1553,154897.3345402456
1554,118036.60640669413
1555,161486.6797871439
1556,85219.29670789311
1557,106552.02731737272
1558,97401.88103755286
1559,67960.26984324421
1560,132239.93041489838
1561,131097.7757227282
1562,130270.69468640917
1563,120262.77260940711
1564,157363.71603747748
1565,152292.24136432292
1566,243994.4957359561
1567,78367.68653510026
1568,233190.56611813404
1569,132436.8592313378
1570,137716.86667996968
1571,119867.51524952307
1572,144820.3752045887
1573,245072.17587416893
1574,117112.97902967758
1575,224464.11345186975
1576,241470.82041863404
1577,187229.4598221036
1578,148334.66084524995
1579,147283.86005707792
1580,192939.8343623997
1581,154887.48842166804
1582,127574.83958921285
1583,300653.6262480569
1584,220519.17251472862
1585,137177.74257802128
1586,75490.61276475572
1587,103112.05505620944
1588,151648.5885508673
1589,95597.57904596975
1590,133222.31403089906
1591,92138.81707805296
1592,116507.53595443138
1593,129424.7036793012
1594,124505.82524665522
1595,104420.20632280983
1596,227538.06842080483
1597,190873.63910898118
1598,222116.5174557182
1599,168629.5182577487
1600,163821.64142770262
1601,66469.3880801522
1602,115811.99648098914
1603,68266.96994419889
1604,261282.61427415255
1605,243521.4991015206
1606,168366.85767441097
1607,172444.2909986606
1608,217412.156768778
1609,183953.0806877509
1610,155187.470355977
1611,136790.57042389244
1612,170475.80210328347
1613,161776.7291221796
1614,127476.83393028345
1615,90337.60299435741
1616,77695.72427244198
1617,94111.29787148781
1618,126691.62589923987
1619,142558.56164903002
1620,152411.48169380327
1621,138343.9674779112
1622,139356.62782672676
1623,267682.33297367574
1624,210058.95417396683
1625,120645.71956730357
1626,165241.76974166452
1627,190023.932152736
1628,279921.44205779186
1629,181932.88254877785
1630,347650.185346359
1631,223750.12797053438
1632,241524.3168274318
1633,172270.15594504704
1634,187417.83909758387
1635,172691.54464862891
1636,155136.66092243674
1637,195452.87984719078
1638,182749.13449782904
1639,184293.81596302288
1640,249077.73803541748
1641,177987.14042482173
1642,237344.00759672615
1643,220680.81800784488
1644,237890.03800317209
1645,196200.5693037279
1646,158763.87741520646
1647,159855.60069954433
1648,131223.3142158505
1649,142199.28791336992
1650,116203.68218213663
1651,120917.87985592904
1652,95199.35873392833
1653,98260.69553502418
1654,148096.64647171265
1655,140915.21154646538
1656,141210.03507128643
1657,150019.51007402167
1658,146522.6919191588
1659,121133.41174839299
1660,155620.7769982418
1661,444240.3001916623
1662,409000.3250672482
1663,383782.583098644
1664,388135.3927333505
1665,306728.52582486736
1666,330634.9443372098
1667,378965.02187905175
1668,343828.5543344755
1669,311598.36266788037
1670,354282.12059392384
1671,259373.20021002053
1672,436008.29219995905
1673,297704.6719098755
1674,243874.27453898505
1675,196238.01029737358
1676,194026.7448914706
1677,219266.00503466662
1678,459631.19774518907
1679,392474.9832831346
1680,329808.31745839707
1681,251968.66235051895
1682,318404.8419404714
1683,176583.20896758494
1684,174099.13428631783
1685,173596.09326172754
1686,169000.71737859183
1687,170452.2892654885
1688,189801.74855649477
1689,197821.44147812086
1690,195725.751433387
1691,182160.97343893946
1692,270804.8207763921
1693,169492.27254046395
1694,182394.51463470084
1695,168251.66047120158
1696,279449.84741417615
1697,171502.35540564806
1698,355884.89094687894
1699,315751.69411438727
1700,254313.23126250363
1701,271997.5729404055
1702,243693.06431381503
1703,246129.2561893941
1704,278779.52408401784
1705,240064.30177695482
1706,368129.0352276315
1707,216350.49388333375
1708,204704.50718356197
1709,272045.94634253514
1710,221429.3741140961
1711,273442.5742548699
1712,258646.4335281185
1713,279837.0675744424
1714,224031.87860810623
1715,208752.62327538762
1716,180213.0753752027
1717,174501.91416653717
1718,136867.66875499944
1719,202846.17826292125
1720,245567.51772096023
1721,163047.3378733748
1722,128370.03496057395
1723,156578.0845461325
1724,206234.65757291688
1725,239861.45447293748
1726,182236.29029468668
1727,155461.29482229077
1728,177060.72090987282
1729,169700.2797725689
1730,156237.35990945404
1731,121106.01042978717
1732,126624.62284455197
1733,115425.51409328931
1734,123710.5613542607
1735,126657.60905393415
1736,111457.38713607582
1737,303711.8624200744
1738,243687.6141204434
1739,250533.42554765882
1740,217062.1568731721
1741,191561.0222505947
1742,173554.8359697705
1743,175741.05458651128
1744,309462.70150964515
1745,219178.29836183597
1746,174025.52094025147
1747,217599.52697208463
1748,222106.75663320388
1749,147731.0557347942
1750,126380.75319225379
1751,245675.68689220262
1752,118767.01881438647
1753,150412.6415585162
1754,193950.70121155723
1755,168284.12164334572
1756,128105.2621993774
1757,120221.18400696084
1758,146604.31206689746
1759,163203.28018193092
1760,164590.71703715835
1761,144064.10009763378
1762,177540.8538458583
1763,186498.73652081145
1764,116965.07426917728
1765,163233.52416243104
1766,180624.72502251272
1767,216459.00648579118
1768,145155.13963646203
1769,171700.5187417218
1770,149926.72820852077
1771,124755.90798307824
1772,131410.96494037088
1773,126981.98546623773
1774,139181.72895997512
1775,141921.41841107688
1776,128342.6342415049
1777,112632.96857746251
1778,140699.54124255874
1779,119497.47223602036
1780,177115.95444205037
1781,129103.68407082178
1782,89463.68235837856
1783,144857.6821960626
